id,shift_id,employee_id,approval_status,approved_at,notes
2931,2931,27,approved,2026-01-11T22:02:02.676Z,
2932,2932,28,approved,2026-01-14T17:26:29.850Z,Late arrival noted
2933,2933,29,approved,2026-01-14T18:13:07.880Z,Approved by manager
2934,2934,30,approved,2026-01-14T17:39:42.577Z,
2935,2935,31,approved,2026-01-11T22:26:46.798Z,Excellent performance
2936,2936,32,approved,2026-01-15T23:01:27.944Z,
2937,2937,33,approved,2026-01-13T16:07:49.444Z,Standard approval
2938,2938,34,approved,2026-01-16T15:42:01.510Z,Approved by manager
2939,2939,35,approved,2026-01-12T01:53:19.659Z,Approved by manager
2940,2940,36,pending,,
2941,2941,37,rejected,2026-01-16T18:14:54.515Z,Did not complete full shift
2942,2942,38,approved,2026-01-13T02:00:23.945Z,Late arrival noted
2943,2943,39,approved,2026-01-13T08:20:51.540Z,Excellent performance
2944,2944,40,approved,2026-01-16T03:47:28.576Z,Standard approval
2945,2945,41,approved,2026-01-15T13:34:05.961Z,Excellent performance
2946,2946,42,approved,2026-01-13T15:16:29.921Z,Excellent performance
2947,2947,43,approved,2026-01-11T19:04:16.485Z,Approved by manager
2948,2948,44,approved,2026-01-15T14:36:54.350Z,
2949,2949,45,approved,2026-01-13T01:14:17.673Z,Approved by manager
2950,2950,46,approved,2026-01-13T01:05:36.561Z,Excellent performance
2951,2951,47,approved,2026-01-13T04:42:15.218Z,Excellent performance
2952,2952,48,approved,2026-01-13T00:47:49.578Z,Standard approval
2953,2953,49,approved,2026-01-14T23:57:18.750Z,Approved by manager
2954,2954,50,approved,2026-01-13T10:55:14.608Z,
2955,2955,51,approved,2026-01-12T23:47:52.284Z,Late arrival noted
2956,2956,52,pending,,
2957,2957,53,approved,2026-01-13T14:57:10.932Z,
2958,2958,55,approved,2026-01-14T23:45:06.845Z,Excellent performance
2959,2959,56,approved,2026-01-15T07:40:46.668Z,
2960,2960,57,approved,2026-01-13T04:10:21.738Z,
2961,2961,58,approved,2026-01-16T09:03:01.404Z,Excellent performance
2962,2962,59,rejected,2026-01-13T23:45:46.313Z,Did not complete full shift
2963,2963,60,approved,2026-01-15T04:14:03.072Z,
2964,2964,61,rejected,2026-01-14T06:46:56.139Z,Did not complete full shift
2965,2965,62,approved,2026-01-14T19:14:47.280Z,Late arrival noted
2966,2966,64,approved,2026-01-15T05:21:24.023Z,
2967,2967,65,approved,2026-01-14T18:38:02.189Z,
2968,2968,66,approved,2026-01-11T23:24:44.204Z,Excellent performance
2969,2969,67,approved,2026-01-15T13:46:09.584Z,Late arrival noted
2970,2970,68,approved,2026-01-13T05:01:59.282Z,Approved by manager
2971,2971,69,approved,2026-01-14T16:00:00.235Z,Excellent performance
2972,2972,70,approved,2026-01-11T23:04:50.649Z,
2973,2973,71,approved,2026-01-12T21:15:39.684Z,Approved by manager
2974,2974,72,approved,2026-01-13T05:28:42.806Z,Approved by manager
2975,2975,73,approved,2026-01-15T18:03:00.129Z,
2976,2976,74,approved,2026-01-16T12:18:58.385Z,
2977,2977,75,approved,2026-01-14T11:24:43.392Z,
2978,2978,77,approved,2026-01-14T08:31:12.019Z,Late arrival noted
2979,2979,78,approved,2026-01-12T09:32:54.808Z,
2980,2980,79,approved,2026-01-15T01:01:47.830Z,Late arrival noted
2981,2981,80,approved,2026-01-16T05:36:18.600Z,
2982,2982,81,approved,2026-01-11T21:54:09.563Z,Late arrival noted
2983,2983,82,approved,2026-01-15T08:08:38.744Z,Approved by manager
2984,2984,83,rejected,2026-01-14T03:01:28.876Z,Did not complete full shift
2985,2985,84,pending,,
2986,2986,85,approved,2026-01-13T11:35:13.002Z,
2987,2987,86,approved,2026-01-15T15:05:53.882Z,Approved by manager
2988,2988,87,approved,2026-01-13T18:38:59.776Z,
2989,2989,89,approved,2026-01-13T15:01:47.716Z,Standard approval
2990,2990,90,approved,2026-01-14T00:56:03.930Z,Late arrival noted
2991,2991,91,approved,2026-01-14T03:35:30.993Z,
2992,2992,92,approved,2026-01-14T14:23:49.327Z,
2993,2993,93,pending,,
2994,2994,94,approved,2026-01-11T21:51:35.604Z,Approved by manager
2995,2995,95,approved,2026-01-15T23:32:09.489Z,Approved by manager
2996,2996,96,approved,2026-01-16T04:04:49.164Z,Standard approval
2997,2997,97,approved,2026-01-15T10:08:19.925Z,Approved by manager
2998,2998,98,approved,2026-01-15T10:07:15.661Z,Standard approval
2999,2999,99,pending,,
3000,3000,100,approved,2026-01-13T01:07:40.871Z,Standard approval
3001,3001,101,approved,2026-01-15T06:55:42.883Z,Late arrival noted
3002,3002,102,approved,2026-01-13T05:10:05.524Z,Late arrival noted
3003,3003,103,approved,2026-01-13T07:06:18.551Z,Approved by manager
3004,3004,104,pending,,
3005,3005,105,approved,2026-01-13T06:34:11.192Z,
3006,3006,106,approved,2026-01-14T09:18:25.157Z,
3007,3007,107,approved,2026-01-14T15:38:26.201Z,Late arrival noted
3008,3008,108,rejected,2026-01-15T15:43:02.367Z,Did not complete full shift
3009,3009,7,approved,2026-01-12T12:35:03.706Z,Late arrival noted
3010,3010,8,pending,,
3011,3011,9,approved,2026-01-15T15:30:54.842Z,
3012,3012,10,approved,2026-01-15T07:08:32.102Z,Standard approval
3013,3013,11,approved,2026-01-16T13:54:47.698Z,
3014,3014,14,approved,2026-01-12T07:55:34.529Z,Approved by manager
3015,3015,16,rejected,2026-01-15T04:39:15.907Z,Did not complete full shift
3016,3016,17,approved,2026-01-12T17:24:44.352Z,
3017,3017,18,approved,2026-01-16T02:27:19.252Z,
3018,3018,20,rejected,2026-01-16T07:42:13.356Z,Did not complete full shift
3019,3019,21,approved,2026-01-14T10:43:35.005Z,Late arrival noted
3020,3020,22,approved,2026-01-15T17:53:32.015Z,Late arrival noted
3021,3021,23,approved,2026-01-14T11:01:45.481Z,Excellent performance
3022,3022,24,approved,2026-01-14T19:36:45.356Z,Late arrival noted
3023,3023,25,pending,,
3024,3024,26,pending,,
3025,3025,27,approved,2026-01-16T15:08:12.465Z,Excellent performance
3026,3026,28,approved,2026-01-15T20:56:02.251Z,
3027,3027,29,approved,2026-01-13T01:00:50.302Z,
3028,3028,30,approved,2026-01-14T15:54:52.342Z,
3029,3029,31,approved,2026-01-11T19:51:12.352Z,Approved by manager
3030,3030,32,pending,,
3031,3031,33,approved,2026-01-12T02:52:43.203Z,Standard approval
3032,3032,34,approved,2026-01-14T16:28:24.632Z,
3033,3033,35,pending,,
3034,3034,36,approved,2026-01-13T11:07:28.373Z,
3035,3035,37,approved,2026-01-15T13:43:12.677Z,Late arrival noted
3036,3036,38,approved,2026-01-13T15:09:19.319Z,Standard approval
3037,3037,39,approved,2026-01-16T04:27:36.758Z,Standard approval
3038,3038,40,approved,2026-01-15T03:30:45.029Z,
3039,3039,41,approved,2026-01-13T05:38:34.642Z,
3040,3040,42,approved,2026-01-13T14:24:12.755Z,
3041,3041,43,approved,2026-01-12T11:07:14.573Z,Excellent performance
3042,3042,44,approved,2026-01-11T19:18:38.638Z,
3043,3043,45,approved,2026-01-11T22:03:30.786Z,Standard approval
3044,3044,46,approved,2026-01-11T22:13:26.018Z,Approved by manager
3045,3045,47,approved,2026-01-15T13:09:35.674Z,
3046,3046,48,approved,2026-01-14T23:28:38.037Z,Excellent performance
3047,3047,49,pending,,
3048,3048,50,approved,2026-01-15T06:40:10.493Z,Standard approval
3049,3049,51,approved,2026-01-16T00:36:03.091Z,Standard approval
3050,3050,52,approved,2026-01-13T16:31:34.611Z,
3051,3051,53,approved,2026-01-16T15:18:19.495Z,
3052,3052,55,approved,2026-01-14T05:41:06.866Z,
3053,3053,56,approved,2026-01-14T07:16:58.813Z,
3054,3054,57,pending,,
3055,3055,58,pending,,
3056,3056,59,approved,2026-01-15T23:59:16.867Z,Standard approval
3057,3057,60,approved,2026-01-13T22:23:23.226Z,Standard approval
3058,3058,61,approved,2026-01-16T08:30:35.941Z,Excellent performance
3059,3059,62,approved,2026-01-13T19:27:13.034Z,Late arrival noted
3060,3060,64,approved,2026-01-14T01:45:22.174Z,
3061,3061,65,approved,2026-01-15T02:46:04.854Z,Standard approval
3062,3062,66,approved,2026-01-15T14:32:40.880Z,Approved by manager
3063,3063,67,approved,2026-01-15T10:46:37.793Z,
3064,3064,68,pending,,
3065,3065,69,approved,2026-01-12T02:55:01.600Z,Standard approval
3066,3066,70,approved,2026-01-12T09:52:49.795Z,
3067,3067,71,approved,2026-01-13T01:17:43.998Z,Standard approval
3068,3068,72,approved,2026-01-13T06:39:34.378Z,Approved by manager
3069,3069,73,approved,2026-01-13T05:53:13.481Z,Standard approval
3070,3070,74,approved,2026-01-13T11:28:32.186Z,Standard approval
3071,3071,75,approved,2026-01-16T01:21:57.117Z,Late arrival noted
3072,3072,77,approved,2026-01-12T16:31:37.691Z,Approved by manager
3073,3073,78,approved,2026-01-14T08:59:30.754Z,
3074,3074,79,approved,2026-01-12T10:18:02.769Z,
3075,3075,80,approved,2026-01-15T03:27:48.439Z,
3076,3076,81,approved,2026-01-13T04:07:34.133Z,Standard approval
3077,3077,82,approved,2026-01-16T17:17:42.295Z,Late arrival noted
3078,3078,83,approved,2026-01-15T17:45:49.261Z,
3079,3079,84,approved,2026-01-15T06:03:44.253Z,
3080,3080,85,approved,2026-01-13T00:21:58.658Z,
3081,3081,86,approved,2026-01-14T00:55:48.553Z,Late arrival noted
3082,3082,87,approved,2026-01-12T00:42:57.215Z,
3083,3083,89,approved,2026-01-15T00:33:55.216Z,Standard approval
3084,3084,90,approved,2026-01-12T05:22:36.554Z,Approved by manager
3085,3085,91,approved,2026-01-14T16:35:16.638Z,Excellent performance
3086,3086,92,approved,2026-01-15T06:44:09.060Z,Standard approval
3087,3087,93,rejected,2026-01-15T06:21:03.259Z,Did not complete full shift
3088,3088,94,pending,,
3089,3089,95,approved,2026-01-13T04:58:37.562Z,
3090,3090,96,approved,2026-01-14T23:19:07.232Z,
3091,3091,97,approved,2026-01-14T10:09:14.699Z,Approved by manager
3092,3092,98,pending,,
3093,3093,99,approved,2026-01-16T17:26:43.538Z,Approved by manager
3094,3094,100,rejected,2026-01-15T20:10:13.399Z,Did not complete full shift
3095,3095,101,approved,2026-01-14T15:25:04.941Z,Excellent performance
3096,3096,102,approved,2026-01-12T21:51:06.619Z,Approved by manager
3097,3097,103,approved,2026-01-15T02:11:29.692Z,Excellent performance
3098,3098,104,approved,2026-01-11T19:02:11.492Z,Standard approval
3099,3099,105,approved,2026-01-15T09:51:20.286Z,Excellent performance
3100,3100,106,approved,2026-01-12T09:00:07.027Z,
3101,3101,107,approved,2026-01-12T14:06:06.377Z,Late arrival noted
3102,3102,108,approved,2026-01-16T11:37:52.199Z,
3103,3103,7,approved,2026-01-12T13:37:44.193Z,Late arrival noted
3104,3104,8,approved,2026-01-14T01:01:57.473Z,
3105,3105,9,approved,2026-01-15T15:12:21.237Z,Late arrival noted
3106,3106,10,approved,2026-01-13T08:26:01.754Z,Standard approval
3107,3107,11,approved,2026-01-12T05:17:24.961Z,
3108,3108,14,approved,2026-01-12T08:24:38.700Z,Standard approval
3109,3109,16,approved,2026-01-16T15:26:31.087Z,Excellent performance
3110,3110,17,approved,2026-01-13T12:42:08.892Z,Late arrival noted
3111,3111,18,approved,2026-01-15T22:37:43.800Z,Excellent performance
3112,3112,20,approved,2026-01-15T08:22:42.662Z,
3113,3113,21,approved,2026-01-12T11:05:51.019Z,Excellent performance
3114,3114,22,approved,2026-01-15T22:14:53.306Z,Late arrival noted
3115,3115,23,approved,2026-01-14T10:30:42.983Z,Late arrival noted
3116,3116,24,approved,2026-01-14T02:26:11.351Z,Late arrival noted
3117,3117,25,approved,2026-01-14T08:20:10.948Z,Standard approval
3118,3118,26,approved,2026-01-15T14:49:38.477Z,Late arrival noted
3119,3119,27,approved,2026-01-13T02:19:24.275Z,
3120,3120,28,approved,2026-01-13T12:45:42.073Z,
3121,3121,29,pending,,
3122,3122,30,approved,2026-01-12T09:16:28.897Z,Standard approval
3123,3123,31,approved,2026-01-12T05:08:00.381Z,Excellent performance
3124,3124,32,approved,2026-01-12T06:07:46.390Z,Late arrival noted
3125,3125,33,approved,2026-01-16T08:03:15.846Z,
3126,3126,34,approved,2026-01-13T22:53:07.715Z,Excellent performance
3127,3127,35,approved,2026-01-12T13:50:30.893Z,Approved by manager
3128,3128,36,approved,2026-01-13T07:14:00.167Z,Excellent performance
3129,3129,37,approved,2026-01-14T03:13:26.353Z,Late arrival noted
3130,3130,38,pending,,
3131,3131,39,approved,2026-01-14T06:56:44.054Z,Standard approval
3132,3132,40,approved,2026-01-12T19:10:05.789Z,Standard approval
3133,3133,41,approved,2026-01-13T06:45:05.631Z,Approved by manager
3134,3134,42,approved,2026-01-15T07:50:57.958Z,Excellent performance
3135,3135,43,approved,2026-01-16T05:23:23.045Z,Approved by manager
3136,3136,44,pending,,
3137,3137,45,approved,2026-01-12T00:03:24.998Z,Late arrival noted
3138,3138,46,approved,2026-01-13T08:14:25.787Z,Late arrival noted
3139,3139,47,pending,,
3140,3140,48,approved,2026-01-13T12:00:01.488Z,Standard approval
3141,3141,49,approved,2026-01-13T00:57:40.774Z,
3142,3142,50,approved,2026-01-12T02:58:11.825Z,Excellent performance
3143,3143,51,approved,2026-01-14T16:55:26.647Z,Approved by manager
3144,3144,52,pending,,
3145,3145,53,approved,2026-01-13T00:04:26.217Z,Approved by manager
3146,3146,55,approved,2026-01-12T12:14:08.243Z,Approved by manager
3147,3147,56,approved,2026-01-16T08:06:02.519Z,
3148,3148,57,approved,2026-01-12T23:35:25.559Z,Approved by manager
3149,3149,58,approved,2026-01-13T06:57:59.971Z,
3150,3150,59,rejected,2026-01-16T14:51:03.382Z,Did not complete full shift
3151,3151,60,approved,2026-01-15T14:23:11.759Z,Late arrival noted
3152,3152,61,approved,2026-01-14T15:18:19.393Z,
3153,3153,62,approved,2026-01-12T10:22:57.702Z,
3154,3154,64,approved,2026-01-14T04:28:37.362Z,Approved by manager
3155,3155,65,approved,2026-01-15T17:32:22.329Z,
3156,3156,66,approved,2026-01-14T17:21:35.365Z,Approved by manager
3157,3157,67,approved,2026-01-13T18:15:57.461Z,Excellent performance
3158,3158,68,approved,2026-01-13T14:23:33.596Z,
3159,3159,69,approved,2026-01-12T20:37:42.722Z,Standard approval
3160,3160,70,rejected,2026-01-13T21:37:52.618Z,Did not complete full shift
3161,3161,71,approved,2026-01-14T16:37:16.835Z,Late arrival noted
3162,3162,72,approved,2026-01-12T23:52:14.513Z,Late arrival noted
3163,3163,73,approved,2026-01-12T01:06:00.308Z,Excellent performance
3164,3164,74,approved,2026-01-12T20:42:21.221Z,Approved by manager
3165,3165,75,approved,2026-01-13T12:18:36.464Z,Excellent performance
3166,3166,77,approved,2026-01-13T19:27:35.604Z,Approved by manager
3167,3167,78,approved,2026-01-13T11:19:24.323Z,Excellent performance
3168,3168,79,approved,2026-01-15T18:52:24.256Z,Late arrival noted
3169,3169,80,approved,2026-01-13T17:50:22.301Z,
3170,3170,81,approved,2026-01-13T10:53:09.492Z,
3171,3171,82,approved,2026-01-15T00:41:38.563Z,Standard approval
3172,3172,83,approved,2026-01-14T19:20:54.110Z,
3173,3173,84,pending,,
3174,3174,85,approved,2026-01-14T19:37:16.563Z,
3175,3175,86,rejected,2026-01-15T01:44:56.639Z,Did not complete full shift
3176,3176,87,approved,2026-01-14T12:18:56.158Z,Excellent performance
3177,3177,89,approved,2026-01-15T15:04:03.465Z,Approved by manager
3178,3178,90,approved,2026-01-16T09:22:42.857Z,Excellent performance
3179,3179,91,approved,2026-01-12T02:19:32.351Z,
3180,3180,92,approved,2026-01-11T22:42:31.078Z,Late arrival noted
3181,3181,93,approved,2026-01-12T22:08:36.215Z,Excellent performance
3182,3182,94,approved,2026-01-13T23:59:39.413Z,Excellent performance
3183,3183,95,approved,2026-01-16T06:20:10.501Z,Late arrival noted
3184,3184,96,pending,,
3185,3185,97,approved,2026-01-16T07:39:13.796Z,Late arrival noted
3186,3186,98,approved,2026-01-14T23:42:52.435Z,
3187,3187,99,approved,2026-01-12T20:58:16.006Z,Excellent performance
3188,3188,100,approved,2026-01-12T08:35:34.120Z,Approved by manager
3189,3189,101,approved,2026-01-13T13:14:00.011Z,Standard approval
3190,3190,102,approved,2026-01-13T07:54:23.580Z,
3191,3191,103,approved,2026-01-11T22:39:04.612Z,Excellent performance
3192,3192,104,approved,2026-01-12T14:14:38.139Z,Standard approval
3193,3193,105,approved,2026-01-13T10:31:23.025Z,Approved by manager
3194,3194,106,approved,2026-01-12T10:04:50.337Z,Excellent performance
3195,3195,107,approved,2026-01-15T23:46:13.969Z,
3196,3196,108,approved,2026-01-15T23:00:22.589Z,Standard approval
3197,3197,7,approved,2026-01-12T15:04:47.804Z,Approved by manager
3198,3198,8,approved,2026-01-13T12:27:51.927Z,Late arrival noted
3199,3199,9,pending,,
3200,3200,10,approved,2026-01-12T09:38:16.872Z,Late arrival noted
3201,3201,11,approved,2026-01-16T18:24:30.026Z,
3202,3202,14,pending,,
3203,3203,16,approved,2026-01-12T15:21:46.591Z,
3204,3204,17,approved,2026-01-15T19:34:38.171Z,Approved by manager
3205,3205,18,approved,2026-01-16T12:36:21.951Z,
3206,3206,20,approved,2026-01-12T21:22:56.446Z,
3207,3207,21,pending,,
3208,3208,22,approved,2026-01-14T08:46:39.277Z,
3209,3209,23,pending,,
3210,3210,24,approved,2026-01-12T03:38:22.346Z,Late arrival noted
3211,3211,25,approved,2026-01-13T13:07:59.868Z,Late arrival noted
3212,3212,26,approved,2026-01-15T19:57:16.901Z,Late arrival noted
3213,3213,27,pending,,
3214,3214,28,approved,2026-01-14T12:18:58.898Z,Excellent performance
3215,3215,29,approved,2026-01-12T08:29:52.920Z,Late arrival noted
3216,3216,30,approved,2026-01-12T11:43:26.850Z,Excellent performance
3217,3217,31,approved,2026-01-15T00:13:17.865Z,
3218,3218,32,approved,2026-01-11T23:48:35.385Z,Approved by manager
3219,3219,33,approved,2026-01-16T04:15:38.171Z,Late arrival noted
3220,3220,34,approved,2026-01-14T08:52:15.824Z,Standard approval
3221,3221,35,approved,2026-01-16T10:35:43.029Z,Excellent performance
3222,3222,36,approved,2026-01-12T01:52:24.234Z,Excellent performance
3223,3223,37,approved,2026-01-14T07:54:05.969Z,Standard approval
3224,3224,38,approved,2026-01-15T03:47:23.907Z,
3225,3225,39,pending,,
3226,3226,40,approved,2026-01-13T22:52:10.049Z,Excellent performance
3227,3227,41,approved,2026-01-15T21:59:31.149Z,
3228,3228,42,approved,2026-01-12T04:11:22.788Z,Late arrival noted
3229,3229,43,approved,2026-01-15T20:16:53.143Z,Late arrival noted
3230,3230,44,pending,,
3231,3231,45,approved,2026-01-12T13:49:05.722Z,
3232,3232,46,approved,2026-01-16T01:38:30.844Z,
3233,3233,47,approved,2026-01-12T15:41:17.948Z,Late arrival noted
3234,3234,48,approved,2026-01-14T04:40:21.629Z,
3235,3235,49,approved,2026-01-16T12:00:27.741Z,
3236,3236,50,approved,2026-01-12T22:19:39.886Z,
3237,3237,51,approved,2026-01-15T23:28:21.597Z,
3238,3238,52,approved,2026-01-12T00:54:37.308Z,Excellent performance
3239,3239,53,approved,2026-01-14T11:14:08.958Z,
3240,3240,55,approved,2026-01-13T16:18:18.721Z,Approved by manager
3241,3241,56,approved,2026-01-15T04:55:46.727Z,Approved by manager
3242,3242,57,approved,2026-01-16T03:10:02.506Z,Standard approval
3243,3243,58,approved,2026-01-12T03:24:25.502Z,
3244,3244,59,approved,2026-01-12T13:19:46.603Z,
3245,3245,60,approved,2026-01-15T17:51:03.115Z,Late arrival noted
3246,3246,61,approved,2026-01-13T06:48:24.183Z,
3247,3247,62,approved,2026-01-12T18:52:25.852Z,Approved by manager
3248,3248,64,approved,2026-01-13T05:04:46.427Z,Approved by manager
3249,3249,65,approved,2026-01-16T17:52:01.135Z,Excellent performance
3250,3250,66,approved,2026-01-16T03:48:33.248Z,
3251,3251,67,pending,,
3252,3252,68,pending,,
3253,3253,69,rejected,2026-01-16T18:25:57.640Z,Did not complete full shift
3254,3254,70,pending,,
3255,3255,71,pending,,
3256,3256,72,rejected,2026-01-15T20:01:41.470Z,Did not complete full shift
3257,3257,73,approved,2026-01-15T17:30:22.879Z,Standard approval
3258,3258,74,approved,2026-01-14T13:49:58.737Z,
3259,3259,75,approved,2026-01-13T00:59:26.983Z,
3260,3260,77,pending,,
3261,3261,78,approved,2026-01-16T00:05:18.941Z,Late arrival noted
3262,3262,79,approved,2026-01-14T07:59:11.629Z,
3263,3263,80,pending,,
3264,3264,81,approved,2026-01-15T01:25:21.345Z,Late arrival noted
3265,3265,82,approved,2026-01-14T03:22:22.891Z,Standard approval
3266,3266,83,approved,2026-01-14T06:19:01.486Z,Standard approval
3267,3267,84,approved,2026-01-14T10:07:38.508Z,
3268,3268,85,approved,2026-01-13T20:38:43.019Z,
3269,3269,86,approved,2026-01-14T04:06:19.730Z,Approved by manager
